County Name,Station Name,OIS #,Station Address,Phone Number,Inspects Passenger Cars and Light trucks,Inspects Medium Trucks,Inspects Heavy Trucks,Inspects Motorcycles,"Inspects Light Trailers Less Than 10,000 lbs or less","Inspects Heavy Trailers over 10,000 lbs."
LANCASTER,"Maple Grove Automotive, Llc",DN86,"119 ANDREWS WAY , MOHNTON PA 19540-8909",717-445-0090,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Marietta Motors Inc,M424,"1407 RIVER RD , MARIETTA PA 17547-9401",717-426-4650,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Mark D Weaver,7922,"296 NEWPORT ROAD , LEOLA PA 17540",717-461-7331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Mark Martin Motors,KM22,"4126 OREGON PIKE , EPHRATA PA 17522-9405",717-664-2222,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Marlor Diesel Service Llc,CG65,"920 GLENWOOD DR , EPHRATA PA 17522-9355",717-419-7174,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Martins Auto Center Auto Sales Llc.,7638,"680 LANCASTER AVENUE , NEW HOLLAND PA 17557",717-445-5224,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Martins Auto Sales,3250,"1025 W MAIN ST , NEW HOLLAND PA 17557",717-656-6621,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,"Martin'S Used Trucks & Equipment, Inc.",U709,"560 LAMPETER RD , LANCASTER PA 17602-4010",717-299-6200,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Martin Tire Service Llc,4302,"102 W. BURKHOLDER DR. , LITITZ PA 17543",717-733-8855,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Martys Garage,A744,"4337 OREGON PIKE , EPHRATA PA 17522",717-859-2784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",CZ25,"300 N QUEEN ST , LANCASTER PA 17603-3012",717-879-9385,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",CZ30,"2201 EMBASSY DR , LANCASTER PA 17603-2400",717-879-9569,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",CZ72,"1543 OREGON PIKE , LANCASTER PA 17601-4333",718-879-9374,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",DV84,"790 E MAIN ST , EPHRATA PA 17522-2540",717-208-2651,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",EU97,"1655 COLUMBIA AVE , LANCASTER PA 17603-4528",717-925-0211,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,"Mavis Tire Supply, Llc",FD41,"2440 WILLOW STREET PIKE , LANCASTER PA 17602-4849",717-666-7172,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Maximum Maintenance Company,T677,"180 BUFFETT DR , LANDISVILLE PA 17538-1154",717-898-2115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,May'S Service Center Llc,DK59,"940 FURNACE HILLS PIKE , LITITZ PA 17543",717-625-1906,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Mccoy Automotive Group Llc,FE43,"850 MANOR ST , LANCASTER PA 17603-5006",717-394-8184,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Mccoy Car Company,AO47,"12 W MAIN ST , SALUNGA PA 17538-1127",717-459-3388,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Mckonly'S Garage Inc,6848,"3651 HORIZON DRIVE , LANCASTER PA 17601",717-285-4833,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Meadowbrook Associates Lp,CM51,"825 W MAIN ST , EPHRATA PA 17522-1601",860-244-9310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Meadowbrook Associates Lp,FH48,"1950 W MAIN ST , MOUNT JOY PA 17552-9557",717-847-6034,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Meadowbrook Associates Lp,CM41,"1417 MANHEIM PIKE , LANCASTER PA 17601-3125",717-869-4174,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Meineke Of Lancaster Inc,EX14,"1220 MANHEIM PIKE , LANCASTER PA 17601",717-393-6333,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Melard Leasing Llc,FE44,"1289 DIVISION HWY , EPHRATA PA 17522-8825",717-738-4870,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Mercedes Benz Of Lancaster,X305,"5100 MAIN ST , EAST PETERSBURG PA 17520-1606",717-569-2100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Messick Farm Equipment Inc,5639,"1475 STRICKLER RD , MOUNT JOY PA 17552-9321",717-367-1319,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Metro America Auto Service Llc,DI30,"2530 LEBANON RD , MANHEIM PA 17545-8777",717-664-5404,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,M G S Incorporated,H264,"178 MUDDY CREEK CHURCH , DENVER PA 17517",717-336-7528,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,M H Eby Inc,0135,"1194 MAIN STREET PO BOX 127, BLUE BALL PA 17506",717-354-4971,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Mike & Daughter Radiatoraidinc,1097,"1159 MANHEIM PKE , LANCASTER PA 17601",717-394-3851,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Mike'S Automotive Rpr Shop,KF77,"243 S REAMSTOWN RD , EPHRATA PA 17522",717-336-8459,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
LANCASTER,Mikes Motor Zone Llc,EG20,"2665 LITITZ PIKE , LANCASTER PA 17601",717-392-6453,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
LANCASTER,Millers Service Center,T790,"5398 LINCOLN HWY , GAP PA 17527-9619",717-442-8285,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Miller Truck Leasing,EY80,"66 KELLER AVENUE , LANCASTER PA 17601",717-945-6205,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Mill Street Auto Repair,P621,"400 HILL SIDE AVE , LANCASTER PA 17603",717-399-3001,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
LANCASTER,Mk Lancaster Llc,FJ66,"5201 MAIN ST , EAST PETERSBURG PA 17520-1607",717-826-9944,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,M N G Auto Sales Llc,A007,"993 S STATE ST , EPHRATA PA 17522-2354",717-863-2196,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Moats Service Center,7511,"767 LANCASTER PIKE , QUARRYVILLE PA 17566",717-284-2549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Moe'S Auto Repair,KF48,"856 SOUTH STATE STREET , EPHRATA PA 17522",717-466-6444,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Monro Inc,5899,"1529 OREGON PIKE , LANCASTER PA 17601-4333",717-390-8686,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Monro Inc,808,"191 ROHRERSTOWN RD , LANCASTER PA 17603-2276",717-392-8114,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Monro Inc,BN35,"884 E MAIN ST , EPHRATA PA 17522-2566",717-733-5400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Monro Inc,L077,"10 ANCHOR RD , ELIZABETHTOWN PA 17022-2801",717-361-0088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Morgan Automotive Inc,FD50,"820 LANCASTER RD , MANHEIM PA 17545-2316",717-664-3833,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Motive Edge,CB02,"301 E LIBERTY ST BLDG 10 , LANCASTER PA 17602-1935",717-984-1624,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Motor Truck Equipment Co,KB76,"4030 OLD HARRISBURG PIKE , MOUNT JOY PA 17552-9565",717-898-2650,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Mount Airy Lumber Co. Llc,CT89,"209 MOUNT AIRY RD , NEW PROVIDENCE PA 17560-9762",717-786-7238,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,"Mountville Motor Sales & Broker, Llc",ES68,"806 LANCASTER AVE , COLUMBIA PA 17512-2206",717-475-1266,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,M&R Auto Sales Inc,T342,"535B E ROSS ST , LANCASTER PA 17602-1945",717-393-7717,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,M & S Sales & Service Inc,J437,"3385 DIVISION HWY , NEW HOLLAND PA 17557-9666",717-354-4726,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LANCASTER,M&T Truck & Automotive Repair Llc,DT85,"524 STIEGEL VALLEY RD , MANHEIM PA 17545-9399",717-665-7102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,M & W Automotive Llc,AN61,"399 NOTTINGHAM RD , QUARRYVILLE PA 17566-9652",610-932-1161,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Nate'S Automotive Llc,DJ73,"1713 NEW HOLLAND PIKE , LANCASTER PA 17601-5519",717-394-3773,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Nate'S Automotive Llc,KC41,"239 MAPLE AVE , BIRD IN HAND PA 17505-9705",717-393-1200,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Nazario Auto Repair,CY04,"804 MANOR ST , LANCASTER PA 17603-5006",717-392-4751,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,New Heights Llc,H910,"49 EAGLE DR , LEOLA PA 17540-1987",717-283-4801,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,New Holland Auto Care,KG26,"25 BRUBAKER AVE , NEW HOLLAND PA 17557-1600",717-354-2900,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LANCASTER,New Holland Auto Care,KG41,"25 S HOOVER AVE , NEW HOLLAND PA 17557-1653",717-354-2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Nht Logistics Inc.,FD05,"340 S MUDDY CREEK RD , DENVER PA 17517-9637",717-589-4242,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,No Limit Autohaus Llc,FJ18,"702 E KING ST , LANCASTER PA 17602-3113",717-216-0076,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Nolt Carriers Garage Llc,FH31,"384 INDIANTOWN RD , EPHRATA PA 17522-9707",717-278-2635,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
LANCASTER,"Ntw, Llc",BB09,"1431 MANHEIM PIKE , LANCASTER PA 17601-3125",914-252-8155,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Null Enterprises Llc,FA50,"2931 LINCOLN HWY E , GORDONVILLE PA 17529-9524",610-593-5586,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Nut Busters Llc,DP96,"518 HILL ST , COLUMBIA PA 17512-1570",717-475-8973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Nye Motor Company,AF32,"935 LANCASTER ROAD , MANHEIM PA 17545",717-665-7400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,"Old Glory Express, Inc",9654,"364 MILLWOOD RD , WILLOW STREET PA 17584-9518",717-509-5584,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,One Stop Auto Work Shop Llc,KR71,"402 PEARL ST , LANCASTER PA 17603",717-869-4880,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Orbach'S Automotive,E305,"365 REINHOLDS RD , DENVER PA 17517",717-484-2009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Oregon Pike Motors Inc,0580,"3919 OREGON PIKE , BROWNSTOWN PA 17508-5083",717-859-3600,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
LANCASTER,O T C Fleet Services,DN66,"480 RUNNING PUMP RD , LANCASTER PA 17601-2209",717-208-3600,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Outback 4x4 Llc,P396,"122 MARTINDALE RD , EPHRATA PA 17522-9370",717-738-4400,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,"Outstanding Auto Body, Llc",CP98,"208 E MAIN ST , BROWNSTOWN PA 17508-5068",717-538-2525,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Pa Bus Sales Inc,AA98,"1244 E NEWPORT RD , LITITZ PA 17543",717-626-8687,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Paparo Motorsports L.L.C.,J115,"2970 OLD TREE DR , LANCASTER PA 17603-4058",717-517-2023,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LANCASTER,Paradise Automotive Repair Inc,B277,"3047 LINCOLN HWY E , PARADISE PA 17562-9651",717-687-6011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Paradise Concrete Solutions Llc,C774,"2771 LINCOLN HWY E , RONKS PA 17572-9775",717-951-0523,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Paradise Custom,0707,"2972 LINCOLN HWY , GORDONVILLE PA 17529",717-687-6001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
LANCASTER,Park Place Automotive Inc,B145,"14 GREGORY COURT , AKRON PA 17501",717-859-4151,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Parrformance,T629,"243 SOUTH BROAD ST , LITITZ PA 17543",--,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Patton'S Auto And Truck Repair Inc,P867,"358 S POOL FORGE RD , NARVON PA 17555-9529",717-355-5217,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,"Paul E Witmer Garage, Llc",3051,"41 E MOHLER CHURCH RD , EPHRATA PA 17522-9225",717-738-1157,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Paul Hurst Garage,7551,"191 HURST ROAD , EPHRATA PA 17522",717-445-9459,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Pdf Automotive Llc,DV13,"2009 BEAVER VALLEY PIKE , STRASBURG PA 17579-9700",717-803-9771,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Pee Wees Auto Repair,T653,"6228 NORTH ST CAMBRIDGE , HONEY BROOK PA 19344",717-273-9576,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Penske Truck Leasing Comp Lp,U568,"1930 LA SALLE AVE , LANCASTER PA 17601-5821",717-394-1404,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Pep Boys Manny Moe And Jack,B171,"1700 FRUITVILLE PIKE , LANCASTER PA 17601-4098",717-291-0450,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Petro'S Custom Concrete Inc,AA41,"119 PINE GROVE RD , NOTTINGHAM PA 19362-9505",717-529-3191,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
LANCASTER,Petr'S Auto Center Llc,E370,"240 NORTH KING STREET , DENVER PA 17517",717-335-2474,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Phipps And Son Inc,AP08,"349 NOTTINGHAM RD , QUARRYVILLE PA 17566",717-529-5470,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Pine Hill Manufacturing Llc,H400,"5140 MARTIN DR , GAP PA 17527-9510",717-288-2443,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,"Pine Tree Motors, Llc",X258,"2407 W MAIN ST , EPHRATA PA 17522-8426",717-738-2242,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Powls Inc,BC02,"2340 DAIRY RD , LANCASTER PA 17601-2308",717-898-2552,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Precision Imports,EP25,"4 S STATE ST , BROWNSTOWN PA 17508-5091",717-556-6060,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Primos Auto Repair,DR81,"533 PACIFIC AVE , LANCASTER PA 17603",717-239-5979,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Pro Tire Service Inc,2102,"4920 LINCOLN HWY , KINZERS PA 17535-9788",717-442-3049,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Providence Autos,T896,"804 LANCASTER AVENUE , QUARRYVILLE PA 17566",717-284-9900,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Quarryville Auto & Tire Servic,BL87,"467 W 4TH ST , QUARRYVILLE PA 17566-9113",999-999-9999,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Race Krafters Automotive Machi,AX91,"1397 ARCADIA RD STE 4 , LANCASTER PA 17601",717-399-8780,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Rankins Garage,U89,"325 N CONCORD ST , LANCASTER PA 17603-2949",717-393-5228,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Reamstown Truck & Auto Center Llc,BI13,"1255 N READING RD , STEVENS PA 17578-9703",717-335-0038,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Red Run Exhaust Of Reamstown,A65,"1313 NORTH READING ROAD , STEVENS PA 17578-9442",717-721-3186,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Reiders Service Station,P260,"903 S MARKET ST , ELIZABETHTOWN PA 17022",717-367-8884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Reiff Equipment Service Llc,EX57,"64 GLENBROOK RD , LEOLA PA 17540-1301",717-327-8935,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,R H Cooper & Son Inc,6556,"99 ELMWOOD AVE , LANDISVILLE PA 17538-1305",717-898-8306,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Rhoadstar Retreading&Tire Cntr,P644,"REAR 221 E STATE ST , QUARRYVILLE PA 17566",717-786-2178,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Richard L Sensenig Company,0784,"183 S MARKET ST , EPHRATA PA 17522-1211",717-733-0364,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Ricks Service Center,3778,"202 RANCK AVE , LANCASTER PA 17602-2516",717-394-9121,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Ricky'S Auto Service,BF29,"44B W SUNHILL RD , MANHEIM PA 17545-2320",717-665-0003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Risser Automotive,T598,"820 TURNPIKE RD , ELIZABETHTOWN PA 17022-1163",717-367-6607,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Roberts Automotive Inc,X45,"3846 COLUMBIA AVE , MOUNTVILLE PA 17554",717-285-3738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Robert Tires 2,FA79,"1423 E KING ST , LANCASTER PA 17602-3239",717-940-9095,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Rockside Automotive Llc,CZ28,"3 TOLL GATE RD , LITITZ PA 17543-9425",717-626-4677,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
LANCASTER,Rocky Ridge Auto Sls & Ser Inc,0271,"480 N READING RD , EPHRATA PA 17522-9606",717-733-8985,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Rohrers Quarry Inc,4764,"16 LITITZ ROAD , LITITZ PA 17543",717-626-9756,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Ronald C Achey,B651,"KISSEL HILL , LITITZ PA 17543",717-626-8535,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LANCASTER,Ron Henrys Auto Repair Center,9055,"251 W STATE ST , QUARRYVILLE PA 17566",717-786-1875,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Ronks Rd Auto Sales & Svr Llc,0549,"2790 LINCOLN HWY E , RONKS PA 17572-9774",717-687-6935,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Royce Automotive Llc,CK65,"2707 COLUMBIA AVE , LANCASTER PA 17603-4115",717-740-5110,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,R T Auto Repair,8156,"2060 LINCOLN HGWY EAST , LANCASTER PA 17602",717-299-1499,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Rudys Automotive,B821,"927 N RAILROAD AVE , NEW HOLLAND PA 17557",--,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Rutts Machine Inc,DJ96,"300 JONLYN DR , ELIZABETHTOWN PA 17022-9304",717-367-3011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Rv Value Mart Inc,KU33,"1331 BYERLAND CHURCH RD , WILLOW STREET PA 17584-9776",717-740-6130,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,R.V. Value Mart Inc,EQ39,"3152 LEBANON ROAD , MANHEIM PA 17545",717-664-0448,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,Ryder Denver,U328,"237 WEAVER ROAD , DENVER PA 17517",717-336-3861,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Ryder Lancaster,2366,"795 FLORY MILL ROAD , LANCASTER PA 17601",717-569-5366,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Sams Auto,7987,"350-C S 7TH ST , AKRON PA 17501",717-203-4350,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Sauder Motors Inc,AG19,"226 N DECATUR ST , STRASBURG PA 17579-1477",717-687-7761,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Sauders Garage Llc,N420,"1400 BOWMANSVILLE RD , MOHNTON PA 19540-9400",717-445-5940,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LANCASTER,S & B Repair,EB94,"40 N WATER ST , LITITZ PA 17543-1609",717-627-0034,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Scenic Ridge Company,KC23,"2549 STEELTON RD , LANCASTER PA 17601-6243",717-556-8171,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Scenic View Welding Llc,HB61,"17 SOUTH BELMONT ROAD , PARADISE PA 17562",717-768-0099,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Schatz Garage Llc.,0229,"1090 W MAIN ST , MOUNT JOY PA 17552-9590",717-653-0216,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Schoolhouse Automotive,CS96,"712 MARTICVILLE RD , PEQUEA PA 17565-9731",717-871-8650,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Scotts Texaco Service,7725,"630 N PRINCE STREET , LANCASTER PA 17603",--,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Sensenigs Garage,7565,"782 CAMP MEETING RD , EAST EARL PA 17519-9649",717-445-5633,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Service Tire Truck Center Inc,6768,"1770 ROHRERSTOWN RD , LANCASTER PA 17601-2320",717-569-8473,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Shady Maple Rvs Inc,DA02,"160 EWELL RD , EAST EARL PA 17519-9602",717-351-0087,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,S & H Automotive Repair,3700,"154 W FREDERICK ST , MILLERSVILLE PA 17551",717-872-8192,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Shermans Automotive Llc,ER95,"1579 S MARKET ST , ELIZABETHTOWN PA 17022-2850",717-945-5502,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Shertzer Lawn Care& Lndscp Llc,KR78,"3001 ANCHOR RD , WASHNGTNBORO PA 17582",717-872-2886,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Siegrist Automotive Llc,AW73,"15 S RIVER ST PO BOX 444, MAYTOWN PA 17550-0444",717-492-0376,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
LANCASTER,Sindall Truck Service Llc,6163,"465 DILLER AVE , NEW HOLLAND PA 17557-9320",717-354-3288,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Singh Automotive,CN77,"36 MANOR AVE , MILLERSVILLE PA 17551-1112",717-872-7167,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,S-K Auto Tire & Alignment Inc,W776,"2920 WILLOW STREET PIKE , WILLOW STREET PA 17584",717-464-9343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,Slackwater Garage,6313,"962 STEHMAN RD , MILLERSVILLE PA 17551",--,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,Slaymaker Rentals And Supply Co.,EK04,"150 PENN ST , WASHINGTON BORO PA 17582-9704",888-392-4708,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Smith'S Service Center,M644,"979B N HANOVER ST , ELIZABETHTOWN PA 17022-1306",717-367-4772,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
LANCASTER,S M Johns & Son Construction Llc,KA89,"645 DONEGAL SPRINGS RD , MOUNT JOY PA 17552-2810",717-492-8135,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
LANCASTER,Soukups Automotive,BJ84,"236 N 7TH STREET , COLUMBIA PA 17512",717-684-2649,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
LANCASTER,South 16th Street Garage,BF79,"512 S 16TH ST , COLUMBIA PA 17512-2011",717-684-3600,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
LANCASTER,South Duke Auto Repair,BN15,"1039 SOUTH DUKE ST , LANCASTER PA 17602",717-509-4666,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LANCASTER,"Speed Auto, Llc",EA52,"745 S PRINCE ST , LANCASTER PA 17603-5809",717-490-6088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
LANCASTER,S & S Service Center Inc,3630,"290 S MAIN STREET , MANHEIM PA 17545",717-665-6581,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
LANCASTER,Stan Graybills Auto Svc Inc,8484,"253 E MAIN ST , NEW HOLLAND PA 17557-1321",717-354-2271,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
LANCASTER,Star Rock Farms Llc,AM06,"175 CHESTNUT GROVE ROAD , CONESTOGA PA 17516",717-872-4685,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
